temperature,solar_irradiance,cloud_cover,humidity,wind_speed,rainfall,dust_level,hour,month,solar_power,wind_power,total_power
22.34,984.84,12.67,68.48,1.06,0.0,2.15,12,1,2897.45,0.0,2897.45
21.94,828.35,30.78,67.06,6.28,0.0,4.5,13,1,2345.51,129.92,2475.44
23.44,813.71,13.4,72.72,2.48,0.0,1.81,14,1,2378.32,7.3,2385.62
22.93,711.27,6.58,76.39,1.94,0.0,4.83,15,1,1978.43,0.0,1978.43
23.51,485.54,13.08,77.08,0.82,0.0,4.24,16,1,1372.29,0.0,1372.29
23.83,230.53,29.67,69.75,6.03,0.0,4.98,17,1,639.15,101.55,740.71
24.42,0.0,13.51,68.01,1.12,0.0,3.26,18,1,0.0,0.0,0.0
19.15,0.0,23.94,82.85,7.91,0.0,3.6,19,1,0.0,374.67,374.67
23.0,0.0,26.47,78.43,4.1,0.0,5.11,20,1,19.14,1.72,20.86
15.58,0.0,8.77,81.41,4.93,0.0,5.3,21,1,53.23,32.28,85.51
16.99,0.0,69.01,71.69,5.12,0.0,3.01,22,1,4.08,55.29,59.36
16.89,0.0,20.33,65.21,2.65,0.0,3.62,23,1,0.33,10.22,10.55
15.44,0.0,42.08,85.75,5.77,0.0,3.14,0,1,0.0,68.67,68.67
13.29,0.0,23.83,90.84,7.69,0.0,5.06,1,1,0.0,321.56,321.56
13.41,0.0,41.59,81.28,3.06,0.0,4.55,2,1,16.08,0.0,16.08
12.81,0.0,37.68,86.61,6.04,0.0,4.8,3,1,0.0,94.96,94.96
12.84,0.0,26.46,94.15,5.47,0.0,4.18,4,1,0.0,55.67,55.67
15.5,0.0,6.89,95.0,4.25,0.0,1.99,5,1,38.93,5.77,44.71
15.55,10.99,54.86,77.17,3.05,0.0,3.39,6,1,57.58,0.0,57.58
15.01,268.15,12.98,80.28,3.3,0.0,3.96,7,1,714.47,0.0,714.47
18.61,493.37,8.93,80.3,2.73,0.0,2.88,8,1,1478.36,2.81,1481.16
19.01,571.85,39.39,66.46,3.35,0.0,2.01,9,1,1625.05,0.0,1625.05
21.07,755.59,30.09,56.57,9.62,0.0,5.13,10,1,2053.9,827.98,2881.88
22.0,892.97,24.1,61.93,3.02,0.0,3.33,11,1,2498.52,0.0,2498.52
20.85,952.48,16.93,71.78,4.71,0.0,4.68,12,1,2645.63,26.02,2671.64
22.04,668.42,50.27,66.76,2.79,0.0,5.52,13,1,1870.59,0.0,1870.59
24.5,861.74,10.45,63.07,3.57,0.0,3.6,14,1,2403.97,28.79,2432.76
24.47,642.2,27.53,70.05,1.33,0.0,4.08,15,1,1791.42,7.58,1799.0
23.35,496.45,8.97,70.86,5.4,0.0,4.81,16,1,1390.64,49.86,1440.5
23.06,241.24,38.16,65.28,4.68,0.0,3.84,17,1,668.46,4.67,673.13
24.01,0.0,66.44,57.28,2.94,0.0,4.33,18,1,0.12,12.39,12.52
20.17,0.0,34.62,78.07,3.88,0.0,4.96,19,1,23.77,0.0,23.77
20.67,0.0,13.81,82.63,6.45,0.0,2.37,20,1,0.0,124.4,124.4
18.25,0.0,41.85,72.15,0.96,0.0,5.9,21,1,0.0,0.0,0.0
